City,Latitude,Longitude,Country Code
Longyearbyen,78.22334,15.64689,SJ
Barentsburg,78.06435,14.21169,SJ
Pyramiden,78.65425,16.32895,SJ
Sveagruva,77.90029,16.72006,SJ
Olonkinbyen,70.9221,-8.7187,SJ
Ny-Ålesund,78.92373,11.92497,SJ
Nybyen,78.20185,15.59119,SJ
Grumantbyen,78.17544,15.11333,SJ
Haugen,78.2143,15.62984,SJ
Jan Mayen,70.94984,-8.638,SJ
